section,category,metric,type,date,value
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-03-04,3
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-03-05,1641816
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-03-05,9862
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-03-05,800234
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-03-05,831350
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-03-05,369
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-03-05,62213
Vaccine Administration,Administration,Daily,Janssen,2021-03-05,8679
Vaccine Administration,Administration,Daily,Moderna,2021-03-05,22672
Vaccine Administration,Administration,Daily,Pfizer,2021-03-05,30858
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-03-05,7
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-03-06,1704005
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-03-06,22505
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-03-06,818582
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-03-06,862550
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-03-06,370
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-03-06,62189
Vaccine Administration,Administration,Daily,Janssen,2021-03-06,12643
Vaccine Administration,Administration,Daily,Moderna,2021-03-06,18348
Vaccine Administration,Administration,Daily,Pfizer,2021-03-06,31200
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-03-06,1
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-03-07,1725560
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-03-07,27628
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-03-07,825632
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-03-07,871930
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-03-07,372
Vaccine Administration,Administration,Cumulative Weekly,All COVID Vaccines,2021-03-07,1964957
Vaccine Administration,Administration,Cumulative Weekly,Janssen,2021-03-07,42655
Vaccine Administration,Administration,Cumulative Weekly,Moderna,2021-03-07,946497
Vaccine Administration,Administration,Cumulative Weekly,Pfizer,2021-03-07,975320
Vaccine Administration,Administration,Cumulative Weekly,Unspecified COVID Vaccine,2021-03-07,408
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-03-07,21555
Vaccine Administration,Administration,Daily,Janssen,2021-03-07,5123
Vaccine Administration,Administration,Daily,Moderna,2021-03-07,7050
Vaccine Administration,Administration,Daily,Pfizer,2021-03-07,9380
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-03-07,2
Vaccine Administration,Administration,Weekly,All COVID Vaccines,2021-03-07,260878
Vaccine Administration,Administration,Weekly,Janssen,2021-03-07,20150
Vaccine Administration,Administration,Weekly,Moderna,2021-03-07,127915
Vaccine Administration,Administration,Weekly,Pfizer,2021-03-07,112770
Vaccine Administration,Administration,Weekly,Unspecified COVID Vaccine,2021-03-07,38
Vaccine Administration,Distribution,Cumulative Weekly,All COVID Vaccines,2021-03-07,1973545
Vaccine Administration,Distribution,Cumulative Weekly,Janssen,2021-03-07,41900
Vaccine Administration,Distribution,Cumulative Weekly,Moderna,2021-03-07,1044200
Vaccine Administration,Distribution,Cumulative Weekly,Pfizer,2021-03-07,887445
Vaccine Administration,Distribution,Weekly,All COVID Vaccines,2021-03-07,235730
Vaccine Administration,Distribution,Weekly,Janssen,2021-03-07,0
Vaccine Administration,Distribution,Weekly,Moderna,2021-03-07,108200
Vaccine Administration,Distribution,Weekly,Pfizer,2021-03-07,127530
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-03-08,1759129
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-03-08,31029
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-03-08,840942
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-03-08,886787
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-03-08,374
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-03-08,33569
Vaccine Administration,Administration,Daily,Janssen,2021-03-08,3401
Vaccine Administration,Administration,Daily,Moderna,2021-03-08,15310
Vaccine Administration,Administration,Daily,Pfizer,2021-03-08,14857
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-03-08,2
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-03-09,1797523
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-03-09,34226
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-03-09,859445
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-03-09,903474
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-03-09,380
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-03-09,38394
Vaccine Administration,Administration,Daily,Janssen,2021-03-09,3197
Vaccine Administration,Administration,Daily,Moderna,2021-03-09,18503
Vaccine Administration,Administration,Daily,Pfizer,2021-03-09,16687
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-03-09,6
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-03-10,1840507
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-03-10,37604
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-03-10,881619
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-03-10,920885
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-03-10,406
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-03-10,42984
Vaccine Administration,Administration,Daily,Janssen,2021-03-10,3378
Vaccine Administration,Administration,Daily,Moderna,2021-03-10,22174
Vaccine Administration,Administration,Daily,Pfizer,2021-03-10,17411
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-03-10,26
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-03-11,1896947
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-03-11,40587
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-03-11,910302
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-03-11,945659
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-03-11,407
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-03-11,56440
Vaccine Administration,Administration,Daily,Janssen,2021-03-11,2983
Vaccine Administration,Administration,Daily,Moderna,2021-03-11,28683
Vaccine Administration,Administration,Daily,Pfizer,2021-03-11,24774
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-03-11,1
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-03-12,1954050
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-03-12,42230
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-03-12,938321
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-03-12,973099
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-03-12,407
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-03-12,57103
Vaccine Administration,Administration,Daily,Janssen,2021-03-12,1643
Vaccine Administration,Administration,Daily,Moderna,2021-03-12,28019
Vaccine Administration,Administration,Daily,Pfizer,2021-03-12,27440
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-03-12,0
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-03-13,1964873
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-03-13,42655
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-03-13,946497
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-03-13,975320
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-03-13,408
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-03-13,10823
Vaccine Administration,Administration,Daily,Janssen,2021-03-13,425
Vaccine Administration,Administration,Daily,Moderna,2021-03-13,8176
Vaccine Administration,Administration,Daily,Pfizer,2021-03-13,2221
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-03-13,1
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-03-14,1967170
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-03-14,42706
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-03-14,948239
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-03-14,975823
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-03-14,409
Vaccine Administration,Administration,Cumulative Weekly,All COVID Vaccines,2021-03-14,2243433
Vaccine Administration,Administration,Cumulative Weekly,Janssen,2021-03-14,49644
Vaccine Administration,Administration,Cumulative Weekly,Moderna,2021-03-14,1076507
Vaccine Administration,Administration,Cumulative Weekly,Pfizer,2021-03-14,1116760
Vaccine Administration,Administration,Cumulative Weekly,Unspecified COVID Vaccine,2021-03-14,442
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-03-14,2297
Vaccine Administration,Administration,Daily,Janssen,2021-03-14,51
Vaccine Administration,Administration,Daily,Moderna,2021-03-14,1742
Vaccine Administration,Administration,Daily,Pfizer,2021-03-14,503
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-03-14,1
Vaccine Administration,Administration,Weekly,All COVID Vaccines,2021-03-14,278476
Vaccine Administration,Administration,Weekly,Janssen,2021-03-14,6989
Vaccine Administration,Administration,Weekly,Moderna,2021-03-14,130010
Vaccine Administration,Administration,Weekly,Pfizer,2021-03-14,141440
Vaccine Administration,Administration,Weekly,Unspecified COVID Vaccine,2021-03-14,34
Vaccine Administration,Distribution,Cumulative Weekly,All COVID Vaccines,2021-03-14,2234745
Vaccine Administration,Distribution,Cumulative Weekly,Janssen,2021-03-14,54500
Vaccine Administration,Distribution,Cumulative Weekly,Moderna,2021-03-14,1152400
Vaccine Administration,Distribution,Cumulative Weekly,Pfizer,2021-03-14,1027845
Vaccine Administration,Distribution,Weekly,All COVID Vaccines,2021-03-14,261200
Vaccine Administration,Distribution,Weekly,Janssen,2021-03-14,12600
Vaccine Administration,Distribution,Weekly,Moderna,2021-03-14,108200
Vaccine Administration,Distribution,Weekly,Pfizer,2021-03-14,140400
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-03-15,1984178
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-03-15,43784
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-03-15,954956
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-03-15,985035
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-03-15,410
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-03-15,17008
Vaccine Administration,Administration,Daily,Janssen,2021-03-15,1078
Vaccine Administration,Administration,Daily,Moderna,2021-03-15,6717
Vaccine Administration,Administration,Daily,Pfizer,2021-03-15,9212
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-03-15,1
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-03-16,2027190
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-03-16,44976
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-03-16,975404
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-03-16,1006407
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-03-16,412
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-03-16,43012
Vaccine Administration,Administration,Daily,Janssen,2021-03-16,1192
Vaccine Administration,Administration,Daily,Moderna,2021-03-16,20448
Vaccine Administration,Administration,Daily,Pfizer,2021-03-16,21372
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-03-16,2
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-03-17,2073472
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-03-17,46141
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-03-17,999214
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-03-17,1027699
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-03-17,428
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-03-17,46282
Vaccine Administration,Administration,Daily,Janssen,2021-03-17,1165
Vaccine Administration,Administration,Daily,Moderna,2021-03-17,23810
Vaccine Administration,Administration,Daily,Pfizer,2021-03-17,21292
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-03-17,16
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-03-18,2129767
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-03-18,47175
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-03-18,1025972
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-03-18,1056198
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-03-18,432
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-03-18,56295
Vaccine Administration,Administration,Daily,Janssen,2021-03-18,1034
Vaccine Administration,Administration,Daily,Moderna,2021-03-18,26758
Vaccine Administration,Administration,Daily,Pfizer,2021-03-18,28499
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-03-18,4
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-03-19,2187327
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-03-19,48293
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-03-19,1052214
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-03-19,1086394
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-03-19,437
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-03-19,57560
Vaccine Administration,Administration,Daily,Janssen,2021-03-19,1118
Vaccine Administration,Administration,Daily,Moderna,2021-03-19,26242
Vaccine Administration,Administration,Daily,Pfizer,2021-03-19,30196
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-03-19,5
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-03-20,2243342
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-03-20,49644
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-03-20,1076507
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-03-20,1116760
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-03-20,442
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-03-20,56015
Vaccine Administration,Administration,Daily,Janssen,2021-03-20,1351
